bus_hypothesis_id,region_id,inference_mode,used_ground_truth_for_generation,used_ground_truth_for_evaluation,direction,role,member_nodes,ordered_member_nodes,width,bit_order,signedness_hypothesis,grouping_score,ordering_score,role_score,evidence_sources,feature_values,ambiguity_count,ground_truth_bus_name_if_known,ground_truth_match,rank,schema_version
comparison_signed_lt_w2__resyn2__whole_output_cone__inf__output__y,comparison_signed_lt_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w2__rewrite__whole_output_cone__inf__input__a,comparison_signed_lt_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w2__rewrite__whole_output_cone__inf__output__y,comparison_signed_lt_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w3__identity__ground_truth_region__inf__input__a,comparison_signed_lt_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w3__identity__ground_truth_region__inf__output__y,comparison_signed_lt_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w3__identity__whole_output_cone__inf__input__a,comparison_signed_lt_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w3__identity__whole_output_cone__inf__output__y,comparison_signed_lt_w3__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w4__identity__ground_truth_region__inf__input__a,comparison_signed_lt_w4__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w4__identity__ground_truth_region__inf__output__y,comparison_signed_lt_w4__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w4__identity__whole_output_cone__inf__input__a,comparison_signed_lt_w4__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_signed_lt_w4__identity__whole_output_cone__inf__output__y,comparison_signed_lt_w4__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__balance__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__balance__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.838462,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.461538}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__balance__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__balance__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__compress2rs__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__compress2rs__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__dc2__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.828571,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.428571}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__dc2__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__identity__ground_truth_region__inf__input__a,comparison_unsigned_le_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__identity__ground_truth_region__inf__output__y,comparison_unsigned_le_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__identity__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__identity__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__refactor__whole_output_cone__inf__input__b,comparison_unsigned_le_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.828571,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.428571}",0,b,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__refactor__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__resub__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__resub__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.815385,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.384615}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__resub__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__resub__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__resyn__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__resyn__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__resyn2__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__resyn2__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__rewrite__whole_output_cone__inf__input__a,comparison_unsigned_le_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w2__rewrite__whole_output_cone__inf__output__y,comparison_unsigned_le_w2__rewrite__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w3__identity__ground_truth_region__inf__input__a,comparison_unsigned_le_w3__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w3__identity__ground_truth_region__inf__output__y,comparison_unsigned_le_w3__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w3__identity__whole_output_cone__inf__input__a,comparison_unsigned_le_w3__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2""]","[""a_0"",""a_1"",""a_2""]",3,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w3__identity__whole_output_cone__inf__output__y,comparison_unsigned_le_w3__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w4__identity__ground_truth_region__inf__input__a,comparison_unsigned_le_w4__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w4__identity__ground_truth_region__inf__output__y,comparison_unsigned_le_w4__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w4__identity__whole_output_cone__inf__input__a,comparison_unsigned_le_w4__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_le_w4__identity__whole_output_cone__inf__output__y,comparison_unsigned_le_w4__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__balance__whole_output_cone__inf__input__b,comparison_unsigned_lt_w2__balance__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.866667,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.555556}",0,b,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__balance__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__balance__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__compress2rs__whole_output_cone__inf__input__a,comparison_unsigned_lt_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__compress2rs__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__dc2__whole_output_cone__inf__input__b,comparison_unsigned_lt_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.828571,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.428571}",0,b,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__dc2__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__identity__ground_truth_region__inf__input__a,comparison_unsigned_lt_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__identity__ground_truth_region__inf__output__y,comparison_unsigned_lt_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__identity__whole_output_cone__inf__input__a,comparison_unsigned_lt_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.800000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.333333}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__identity__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__refactor__whole_output_cone__inf__input__b,comparison_unsigned_lt_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.887500,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.625}",0,b,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__refactor__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__refactor__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__resub__whole_output_cone__inf__input__b,comparison_unsigned_lt_w2__resub__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""b_0"",""b_1""]","[""b_0"",""b_1""]",2,lsb_to_msb,unknown,0.933333,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""b"",""name_prefix_score"":1.0,""structural_similarity_score"":0.777778}",0,b,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__resub__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__resub__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__resyn__whole_output_cone__inf__input__a,comparison_unsigned_lt_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__resyn__whole_output_cone__inf__output__y,comparison_unsigned_lt_w2__resyn__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y""]","[""y""]",1,lsb_to_msb,unknown,0.640000,0.500000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":0.2,""structural_similarity_score"":1.0}",0,y,exact,1,semantic_bus_hypothesis_v1
comparison_unsigned_lt_w2__resyn2__whole_output_cone__inf__input__a,comparison_unsigned_lt_w2__resyn2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.785714,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.285714}",0,a,exact,1,semantic_bus_hypothesis_v1
